content,discuss,id,share,support,time
"【明星资源爆料】1北大双胞胎苑子文和苑子豪加盟了天娱传媒，正式从才子作家转型为演员。2郑元畅要作为观察嘉宾参与录制《遇见你真好》第二季，这个节目下个月开始录制。3谭松韵和牛骏峰主演的电视剧《亲爱的麻洋街》定于明年第一季度在YK播出。4迪丽热巴下个月7号要参加在北京举办的费加罗风尚盛 ??  展开全文c                
                    【明星资源爆料】1北大双胞胎苑子文和苑子豪加盟了天娱传媒，正式从才子作家转型为演员。2郑元畅要作为观察嘉宾参与录制《遇见你真好》第二季，这个节目下个月开始录制。3谭松韵和牛骏峰主演的电视剧《亲爱的麻洋街》定于明年第一季度在YK播出。4迪丽热巴下个月7号要参加在北京举办的费加罗风尚盛典。5陈思诚监制的新片《谋杀》宣布提前一周上映，定于下个月13号上映。6电视剧《流水迢迢》的女主在谈祝绪丹。7R1SE的姚琛签了香榭格蕾的红姜荔枝香氛大使title。8韩庚下个月中旬要去北京参与某杂志封面的拍摄。9陈飞宇下个月6号要参加GENTLE MONSTER的开店活动。10刘宇宁也要去参加aqy的尖叫之夜，他和aqy的合作特别多，参加了它们好多活动。11邓紫棋年底要参加江苏的跨年晚会，这是她第三次在江苏跨年了。12许凯下个月4号要出席在北京举办的电视剧媒体见面活动。 收起全文d",121,毒舌扒姨太,77,287,11月30日 11:49
迪丽热巴也太适合穿这种紧身的裙子了吧，凹凸有致，身材绝了 ??????,58,贵圈背后那些事儿,4,309,12月01日 21:09
猜一猜迪丽热巴12.3穿什么颜色的裙子，猜对了有奖 ??,2930,恃美貌行凶,124,3588,11月30日 12:38
时尚COSMO盛典，迪丽热巴、古力娜扎两位“人间富贵花”即将同台，你更????谁？ 你更可谁？ ??,190,娱乐圈吃瓜鹅,109,2363,11月30日 14:35
#剧集分享# 来看迪丽热巴烈如歌烈庄主的打戏超级帅的有木有！！@Dear-迪丽热巴 #迪丽热巴代言娇韵诗# cr. L太腻__的秒拍视频 ??,57,a帥比姚,36,477,11月30日 09:00
别人都在做精细保养、甚至挨饿以保持最女明星的风姿，确保明天以最美的状态踏入争奇斗艳的比美战场，造型师化妆师甚至摄影师都在预备挨骂，各家工作室下面粉丝全部严阵以待。迪丽热巴：嘻嘻，今晚上我要去吃小龙虾。 ??,55,酪梨泥精,45,652,12月02日 17:43
迪丽热巴和肖战的情侣服太飒了战地夫妇可能是真的?? ??,509,深扒电影,159,2424,12月01日 06:30
#爱豆最出圈的瞬间# 迪丽热巴每张出圈的图都会让人感叹，这是神仙吧! ??,449,卖安利的青岛贵妇,201,806,今天10:05
"迪丽热巴粉丝:郑爽粉丝的忍让，让你们家这些粉丝的臭嘴闭不上是不是？我们家一直谨记郑爽的“要思不要撕”，你们上赶着求撕，其嘴污言秽语，实名造谣郑爽！郑爽粉丝可没实名骂迪丽热巴一个字！大家看一下！@热巴我改不了名字 凭你？郑爽给你道歉？你逼脸要吗？ @热巴我改不了名字 图给你配齐了，你逼脸 ??  展开全文c                
                    迪丽热巴粉丝:郑爽粉丝的忍让，让你们家这些粉丝的臭嘴闭不上是不是？我们家一直谨记郑爽的“要思不要撕”，你们上赶着求撕，其嘴污言秽语，实名造谣郑爽！郑爽粉丝可没实名骂迪丽热巴一个字！大家看一下！@热巴我改不了名字 凭你？郑爽给你道歉？你逼脸要吗？ @热巴我改不了名字 图给你配齐了，你逼脸要不要！迪丽热巴粉丝:敬请看图9，到底谁先污言秽语造谣，@热巴我改不了名字 敢做就要敢当！ 收起全文d",227,初心依旧简,19,278,12月01日 16:07
#靠眼睛撑起来的颜值#，迪丽热巴呀，精致的五官加上一双桃花眼主要的是还有泪痣太让人着迷了@Dear-迪丽热巴 ??,225,旧情话_,519,1901,11月30日 00:20
#迪丽热巴周放##迪丽热巴白凤九# ————  笑与不笑都好好看(依旧是生日会存货)@Dear-迪丽热巴 #迪丽热巴小公主# ??,78,辛能能RR,55,487,11月29日 15:09
#换发型等于换头#迪丽热巴双马尾辫，哪吒头，丸子头！万变的发型，不变的容颜！ ??,49,布加迪迪畏,18,730,11月29日 14:55
#如何应对男生的撩#一定要看看这个迪丽热巴真是个好看又有趣的女孩子迪丽热巴国际货币经纪慈善通话完整cut给你50个亿能不能加个微信？迪丽热巴：不要开玩笑不然你这边会倒闭的；我们这边是全程录音的3.1314给我520亿才对 L星闻揭秘的秒拍视频 ??,465,喜欢傲娇迪,37,691,12月01日 11:24
#世间罕见的美人骨#必须看看迪丽热巴的锁骨和蝴蝶骨@Dear-迪丽热巴 ??,455,喜欢傲娇迪,18,462,11月30日 18:32
【打印机甘拜下风！#小伙葫芦上画人物肖像# 网友在线求购】近日，辽宁沈阳，孙野是一名葫芦烙画的爱好者。他在鸡蛋大小的葫芦上画出各种人物肖像，深受网友好评。他还耗时10多个小时，在葫芦上画出了@Dear-迪丽热巴 的肖像，网友表示：效果堪比复印机。你觉得像吗？ L人民视频的微博视频 ??,242,人民视频,174,3119,11月30日 09:00
"迪丽热巴#迪丽热巴白凤九##迪丽热巴Swisse品牌代言人# 【举报】11.30昨日目标：1500???????????????? 实际完成：1082今日链接: 8 条???????????????????? 今日目标：1500【】举报模板在本站置顶微博评论中自取 此条微博正序查看举报模版【】评论禁止发其他言论 如有事 请私信【】会 ??  展开全文c                
                    迪丽热巴#迪丽热巴白凤九##迪丽热巴Swisse品牌代言人# 【举报】11.30昨日目标：1500???????????????? 实际完成：1082今日链接: 8 条???????????????????? 今日目标：1500【】举报模板在本站置顶微博评论中自取 此条微博正序查看举报模版【】评论禁止发其他言论 如有事 请私信【】会员带图打卡 否则不计入打卡人数请大家举报后随手点进去截图打卡??O微博社区管理中心【有害信息】??【其他有害】1 O网页链接2 O网页链接3 O网页链接4 O网页链接【垃圾营销】??【其他广告】5 O网页链接6 O网页链接7 O网页链接8 O网页链接 收起全文d",1186,Dear迪丽热巴反黑站,168,386,11月30日 00:10
迪丽热巴#mikimoto亚洲代言人迪丽热巴##迪丽热巴代言娇韵诗# 大猪蹄子来了打戏很棒啊～@Dear-迪丽热巴 L迪热热的小奶音的微博视频 ??,26,迪热热的小奶音,17,266,11月29日 19:53
#COSMO时尚盛典# 迪丽热巴 红毯，一袭蓝色曳地礼裙，今天是蓝色美人鱼，太美了！期待《三生三世枕上书》和电影《日月》! L影视情报员的微博视频 ??,156,影视情报员,214,856,今天18:53
#迪丽热巴swisse品牌代言人##迪丽热巴代言娇韵诗# 阿宣知道大家特别关心庭审的内容和结果，但是阿宣在此提醒阿丝儿，庭审正式判决书没有下来之前请勿在超话发及相关内容，超话多发一些安利的帖，记得带上话题哦，你们最乖了 @Dear-迪丽热巴 ??,552,Dear迪丽热巴网宣组,77,2354,11月26日 10:49
#长在我审美点上的明星##迪丽热巴swisse品牌代言人# 可甜可帅，女友最佳人选 ??,133,布加迪迪畏,87,2804,11月27日 15:44
#气质超强的红毯造型#迪丽热巴迪丽热巴这几个我都喜欢@Dear-迪丽热巴 ??,202,喜欢傲娇迪,79,3046,11月25日 11:13
#这妹子真漂亮# 迪丽热巴 ??,85,虎扑的步行街,28,400,11月29日 12:00
下午【金v】??【上w粉黄v】这两个尽量抢热评????????????【优先点赞金v】【金v一定一定一定要记得连发】先不要管什么带图不带图了，迅速连发占前排才是硬道理，保证外赞速度#迪丽热巴# ??,243,恃美貌行凶,31,446,今天13:34
全世界的大人，只有迪丽热巴是我们最爱的那个小朋友沉浸在迪丽热巴的魅力与美貌中无法自拔，我要为热巴老婆打call#最适合公布恋情的文案#  #迪丽热巴白凤九# L追星阿喵喵的微博视频 ??,879,追星阿喵喵,587,1639,12月02日 13:21
迪丽热巴#迪丽热巴烈火如歌# 迪丽热巴品牌新图释出，戴着细框眼镜的热巴演绎时尚新态度，文艺复古look与甜美淑女look两种造型呈现不一样的时髦风尚，让你感受眼镜迪身上的范儿！ ??,162,修生鱿鱼,124,1876,11月30日 19:55
迪丽热巴12月行程图还给大家留下了许多空白格子快去写下12月你想和热巴一起去的地方吧 ??,339,芒果捞扒哥,222,800,12月01日 10:40
迪丽热巴的腿俯拍也能这么长啊果然俯拍对美女来说是没有用的 ??,125,吃瓜卫视,111,944,12月02日 15:29
黄景瑜  迪丽热巴合作的电视剧《爱情高级定制》又是亲亲，又是公主抱满屏荷尔蒙！这么甜的剧情，养眼的俊男靓女，看好这部剧吗？ ??,158,剧透少女朱碧萝,205,880,11月27日 16:33
迪丽热巴#mikimoto亚洲代言人迪丽热巴##迪丽热巴白凤九# 【第28届中国金鸡百花电影节闭幕式红毯暨第32届中国电影金鸡奖颁奖典礼 @Dear-迪丽热巴 CUT】共7p 见下图p1????链接：O网页链接 提取码：39v9 （美图cr.见水印） ??,197,卖报行家丨迪丽热巴资源博,230,1104,11月24日 19:56
杨幂和迪丽热巴向你走来，双姝是不是超绝？！ ??,504,吃瓜鹅每日搬,232,70395,11月25日 09:07
官宣！！！迪丽热巴将于12月3日在上海出席COSMO时尚美丽盛典！期待热巴的精彩表现！不见不散@Dear-迪丽热巴 ??,147,饭圈娱闻,110,826,11月27日 12:05
"如果迪丽热巴想卖惨，她不应该在站子脱粉回踩造谣她耍大牌之后，让自己的工作人员告诉粉丝不要攻击站子。如果迪丽热巴想卖惨，她不应该让自己仅仅因为爱吃东西从17年骂到现在。如果迪丽热巴想卖惨，她不应该在节目里被问到“摔倒了疼不疼”快速转移话题。如果迪丽热巴想卖惨，她不应该在生日会上 ??  展开全文c                
                    如果迪丽热巴想卖惨，她不应该在站子脱粉回踩造谣她耍大牌之后，让自己的工作人员告诉粉丝不要攻击站子。如果迪丽热巴想卖惨，她不应该让自己仅仅因为爱吃东西从17年骂到现在。如果迪丽热巴想卖惨，她不应该在节目里被问到“摔倒了疼不疼”快速转移话题。如果迪丽热巴想卖惨，她不应该在生日会上拼命忍住眼泪，把笑容永远面对粉丝，回头才敢悄悄抹眼泪。如果迪丽热巴想卖惨，她不应该让自己被辱骂一年，所有事情都尘埃落定，才云淡风轻地通过一个小的不能再小的采访说“谢谢粉丝当时的陪伴”。依我看，迪丽热巴就是太不会卖惨了，所以让你们能那么肆意地伤害她。我垂直入坑点是什么呢？是17年五一劳动节，“迪丽热巴daotie”被顶上热搜第一，一天都被没法撤下来，热评全是不堪入目的人身攻击。她自己默默吞下群众巨大而陌生的恶意，没有任何回应。我喜欢她永远怀着慈悲，把网友看作弱势群体，即使面对铺天盖地的污蔑也不愿意下场澄清一次。而在这些喜欢和欣赏背后，她自己承受了多少呢？粉丝所收到的恶意永远没有你收到的多，粉丝接受到来自你的爱意却总是满满得要溢出来。 收起全文d",153,兔子咬紧胡萝北,371,3057,11月26日 12:11
#爱豆最出圈的一张图#那必须是迪丽热巴啊，天生的百变小公主每一次出场都令人惊艳。 ??,36,夏夕空青,9,388,11月25日 22:19
2019#COSMO时尚美丽盛典# #时尚即传承# 要成为那个让自己满意的演员，再多困难都算不上是苦。@Dear-迪丽热巴??君将至。 ??,12364,时尚COSMO,1022388,19623,11月27日 12:00
优雅的小仙女迪丽热巴长裙露腿参加颁奖礼 O网页链接 ??,13,明星腿新,20,336,11月28日 12:00
真的有被迪丽热巴感动到难得看到有明星提起诉讼时会维护粉丝名誉的，而且还把迪丽热巴粉丝群体排在了迪丽热巴名字前面，“迪丽热巴本人以及粉丝…”太戳了#迪丽热巴维护粉丝名誉# ??,974,芒果捞小白,771,10083,11月26日 18:17
#娱乐橘闻# 诉讼请求里有“侮辱性地称呼原告粉丝”，“迪丽热巴粉丝群体”还在“迪丽热巴本人”之前，迪丽热巴 和爱丽丝的双向箭头也太好哭了！ ??,384,橘子娱乐,198,5615,11月26日 12:48
今天最感动的一个词就是“迪丽热巴本人及粉丝”，有这么一个时刻想着保护粉丝的爱豆真的会超感动吧好想给巴巴买好多酸奶疙瘩哦@Dear-迪丽热巴 迪丽热巴#迪丽热巴宠粉狂魔# ??,217,娱小圈,102,3893,11月26日 17:32
迪丽热巴和迪丽冷巴全天下最配，娱乐圈要是真的有这么高颜值的姐妹花就好了！ ??,254,娱乐指南,185,2064,11月28日 09:12
#迪丽热巴#穿简直是行走的衣架呀，轻松驾驭各种少女风格穿搭，每天都是元气满满的女孩！ ????????,1200,Fashion搭配热,1192,1610,11月28日 13:20
#女明星超A男装造型#迪丽热巴这就是传说中的可甜可帅吧！ ??,93,布加迪迪畏,61,917,11月26日 13:21
#眼睛会说话是什么体验# 迪丽热巴的眼睛，如秋水，如寒星，如宝珠，如白水银里养着两丸黑水银……#眼睛会说话是什么体验# ??,115,芒果捞星尚,67,584,11月27日 17:12
#两年之间你的变化# 提名迪丽热巴，一直都是美美哒！倾国倾城，妩媚众生 ??,147,追剧娘,135,611,11月26日 20:49
献完花默默站在一旁等待@Dear-迪丽热巴 L明星气质的微博视频 ??,257,明星气质,646,3752,11月27日 20:03
迪丽热巴#爱豆最出圈的一张图#这一组图我真的天天看 天天欣赏这美貌迪丽热巴dlrb ??,229,糖一勺盐一口_,105,5550,11月25日 15:14
#九年前后的颜值变化# 瘦而不柴、媚而不妖 迪丽热巴，2011~2019真的是十年如一日的稳~ ??,422,娱乐吐槽君,198,2961,11月25日 22:13
迪丽热巴 VCG via gettyimages的图 @Dear-迪丽热巴 ??,95,justlovesdlrb,83,698,11月26日 15:53
COSMO时尚美丽盛典阵容，肖战、朱正廷、林彦俊、王晨艺、迪丽热巴、宋茜、赖冠霖、阿云嘎、郑云龙、刘宇宁等，你最期待谁？ ??????,780,八组兔区爆料,281,65270,11月28日 15:36
黄景瑜、迪丽热巴《爱情高级定制》高能路透，好鲨我 ??,289,知名美少女观众,129,2075,11月28日 16:08
提名娱乐圈身材好的女星：吉娜、刘雯、迪丽热巴、杨幂，你最想要谁的身材？ 你最想要谁的身材？ ??,561,深扒君,507,4524,11月26日 15:38
饭制电影《生化危机》@Dear-迪丽热巴 浣熊市爆发生化危机 遍地丧尸横行 热巴寻找到始祖病毒 研究后并与其完美融合 最终进化成超强新型人类 （素材不够 广告来凑 最近玩游戏魔怔了 总想代入她 这个片 只希望她不管身处什么环境都能让自己变得更加的勇敢强大） LJessie_Lambert的微博视频 ??,756,Jessie_Lambert,865,2927,11月28日 08:53
#穿古装最好看的人##mikimoto亚洲代言人迪丽热巴# 人间绝色迪丽热巴L秒拍视频 ??????,679,喜欢傲娇迪,45,908,11月27日 19:35
"什么叫有事业心？为了粉丝提前四个月准备舞蹈流程，姐姐虽然不是爱豆但是全程不划水，给粉丝和观众带来了完美的表演。大冬天下水拍戏几个小时。从来不会给粉丝传递负能量。迪丽热巴没红之前嘉行自制剧，小火后依旧是自制剧，大红后影视资源依旧很虐，但是她凭借自己，一步一步往上爬。从来没有毁什么 ??  展开全文c                
                    什么叫有事业心？为了粉丝提前四个月准备舞蹈流程，姐姐虽然不是爱豆但是全程不划水，给粉丝和观众带来了完美的表演。大冬天下水拍戏几个小时。从来不会给粉丝传递负能量。迪丽热巴没红之前嘉行自制剧，小火后依旧是自制剧，大红后影视资源依旧很虐，但是她凭借自己，一步一步往上爬。从来没有毁什么好资源。反观郑爽粉丝天天说郑爽终于营业了，营业是生日会划水。是美好时光里面因为演技烂上热搜。是一个一个大ip好制作毁在她手中。是时尚活动散发出的零时尚感。郑爽粉丝不以为耻还给其他女明星造黄谣，还在吹十年前的雷阵雨，在外人看来属实丢人。 迪丽热巴代言杂志票房近几年收视率国民度商业价值人气流量几乎全部把现在的郑爽按在地上摩擦，前顶流不要活在梦里了。 收起全文d",28,夏夕空青,12,338,12月01日 19:47
